Id,y
50313,2.10081
50314,1.67920
50315,1.63473
50316,1.57189
50317,1.62851
50318,2.35605
50319,2.00173
50320,2.21440
50321,2.16607
50322,2.26210
50323,1.56564
50324,1.92789
50325,1.89944
50326,1.96672
50327,1.88138
50328,1.65608
50329,1.91910
50330,1.79741
50331,2.12176
50332,1.53721
50333,1.62575
50334,1.73226
50335,1.54827
50336,1.94087
50337,1.31611
50338,1.94676
50339,1.88612
50340,1.79496
50341,1.52277
50342,1.95755
50343,1.37129
50344,1.74720
50345,2.16228
50346,1.30047
50347,2.23007
50348,2.16376
50349,1.24680
50350,2.08171
50351,1.81534
50352,1.92457
50353,1.52305
50354,1.58137
50355,1.70011
50356,1.98781
50357,1.99991
50358,2.21482
50359,1.75014
50360,2.00087
50361,1.98367
50362,1.72694
50363,1.83662
50364,1.83002
50365,1.59942
50366,2.13885
50367,1.58273
50368,2.15154
50369,2.32153
50370,2.32819
50371,1.94172
50372,2.15656
50373,1.67430
50374,1.93645
50375,1.83592
50376,2.06022
50377,1.47516
50378,2.03017
50379,1.66079
50380,1.93334
50381,1.69991
50382,2.37010
50383,2.07160
50384,2.03647
50385,2.17420
50386,1.37533
50387,2.11588
50388,1.67521
50389,2.05757
50390,1.61600
50391,2.05863
50392,1.95437
50393,1.80629
50394,1.79811
50395,1.71597
50396,2.33116
50397,1.68589
50398,1.50064
50399,1.73379
50400,2.28396
50401,1.59252
50402,1.61809
50403,2.08175
50404,1.86079
50405,2.07718
50406,2.14320
50407,2.29809
50408,2.15111
50409,1.71240
50410,1.66622
50411,1.97675
50412,2.33776
50413,1.88569
50414,1.63967
50415,1.62091
50416,1.61662
50417,1.91420
50418,2.13634
50419,1.93642
50420,1.82348
50421,2.35768
50422,1.90882
50423,2.40206
50424,1.61717
50425,1.97693
50426,1.78006
50427,2.04926
50428,2.00000
50429,1.73395
50430,2.03003
50431,1.68161
50432,1.59859
50433,1.47712
50434,2.09590
50435,2.32178
50436,1.70915
50437,2.02523
50438,1.43011
50439,1.79513
50440,1.59905
50441,2.26947
50442,2.15180
50443,1.68107
50444,1.83180
50445,1.38534
50446,1.84248
50447,1.54411
50448,1.42943
50449,1.96727
50450,2.01987
50451,2.44011
50452,2.17014
50453,2.24490
50454,1.97690
50455,2.00047
50456,1.65058
50457,1.63453
50458,1.80678
50459,1.69243
50460,2.06621
50461,1.75955
50462,2.22635
50463,2.05589
50464,1.62831
50465,1.72209
50466,1.14943
50467,2.04741
50468,1.98263
50469,1.70887
50470,1.72227
50471,1.87263
50472,1.79971
50473,1.53598
50474,1.97081
50475,1.74167
50476,1.74897
50477,2.11685
50478,2.23046
50479,2.11023
50480,1.66184
50481,1.95835
50482,2.51838
50483,1.60054
50484,1.71990
50485,1.68631
50486,2.07614
50487,2.06418
50488,1.98238
50489,2.12975
50490,1.90053
50491,2.36237
50492,2.25355
50493,2.16793
50494,2.09653
50495,1.45138
50496,1.52353
50497,1.78935
50498,1.86811
50499,1.54734
50500,1.64258
50501,1.72727
50502,1.53796
50503,1.78535
50504,1.58183
50505,1.86534
50506,1.86989
50507,2.16883
50508,2.09463
50509,1.49527
50510,1.72714
50511,1.66021
50512,2.03742
50513,2.31686
50514,1.92050
50515,1.71181
50516,1.98923
50517,1.98297
50518,1.31256
50519,1.35582
50520,2.10013
50521,1.81222
50522,2.00970
50523,1.75166
50524,2.31332
50525,1.70963
50526,1.81342
50527,1.80614
50528,1.85017
50529,1.30132
50530,1.61106
50531,1.80709
50532,2.24857
50533,1.63268
50534,1.72155
50535,2.03794
50536,1.83480
50537,1.74551
50538,2.13930
50539,1.86772
50540,2.51808
50541,1.96711
50542,1.72858
50543,1.61505
50544,1.76067
50545,2.07646
50546,2.23361
50547,1.88164
50548,2.39560
50549,2.04511
50550,1.59040
50551,1.80747
50552,1.65712
50553,1.78688
50554,2.12485
50555,1.98835
50556,1.43144
50557,2.20984
50558,1.88396
50559,2.00941
50560,1.63484
50561,1.78533
50562,1.99525
50563,1.85919
50564,2.16101
50565,2.40174
50566,1.92355
50567,2.28531
50568,1.53936
50569,1.55185
50570,1.79085
50571,2.39038
50572,2.04471
50573,1.90080
50574,1.60822
50575,1.88647
50576,1.54309
50577,1.87534
50578,2.02464
50579,1.95554
50580,1.91318
50581,1.89512
50582,2.36897
50583,2.17794
50584,1.68205
50585,1.76800
50586,2.05435
50587,1.61919
50588,2.07584
50589,2.07551
50590,1.69850
50591,2.15481
50592,2.37480
50593,1.93464
50594,2.17525
50595,1.54257
50596,1.74938
50597,1.74837
50598,1.37476
50599,2.09625
50600,1.59570
50601,1.93394
50602,2.49884
50603,1.35046
50604,1.29644
50605,1.68979
50606,1.78499
50607,2.08521
50608,2.38027
50609,2.20132
50610,2.36369
50611,1.82836
50612,1.69156
50613,2.16114
50614,1.44283
50615,1.73938
50616,1.72667
50617,2.20134
50618,1.85638
50619,2.42378
50620,1.40846
50621,1.52617
50622,2.10656
50623,2.22516
50624,1.95849
50625,1.56119
50626,1.96107
50627,2.00675
50628,2.23296
50629,1.80446
50630,2.17251
50631,1.64375
50632,2.02690
50633,2.36580
50634,1.81491
50635,2.04381
50636,2.33875
50637,1.78831
50638,2.34333
50639,1.77606
50640,1.69606
50641,2.17745
50642,2.08562
50643,1.56724
50644,1.55288
50645,1.79281
50646,1.90652
50647,2.04102
50648,1.39808
50649,1.64613
50650,1.72365
50651,1.61378
50652,2.33090
50653,1.86713
50654,2.17982
50655,1.76458
50656,1.66901
50657,1.71130
50658,1.52439
50659,2.26427
50660,2.19867
50661,2.03204
50662,1.72722
50663,1.86411
50664,2.31727
50665,1.61849
50666,1.85990
50667,1.95193
50668,1.41473
50669,2.54431
50670,1.66754
50671,1.96694
50672,1.70505
50673,1.46828
50674,2.14534
50675,2.07336
50676,2.06626
50677,1.56215
50678,2.04135
50679,1.85243
50680,2.26414
50681,1.94538
50682,1.33591
50683,2.02752
50684,2.00446
50685,1.66860
50686,1.53816
50687,1.78323
50688,1.46450
50689,2.01888
50690,2.50596
50691,1.99800
50692,1.68669
50693,1.66473
50694,2.18760
50695,2.17039
50696,2.29391
50697,1.21196
50698,1.86904
50699,1.95359
50700,1.50541
50701,1.88520
50702,1.40274
50703,2.03758
50704,1.75673
50705,1.98664
50706,1.53790
50707,1.74093
50708,1.62902
50709,1.79339
50710,2.38576
50711,1.63204
50712,1.90887
50713,1.79237
50714,2.11345
50715,1.51788
50716,1.38457
50717,1.78444
50718,2.07138
50719,2.31642
50720,1.59544
50721,1.67837
50722,1.92231
50723,1.35865
50724,1.73598
50725,1.45115
50726,1.62065
50727,1.88092
50728,2.31600
50729,1.81482
50730,1.58573
50731,1.77169
50732,2.36931
50733,1.17807
50734,1.42489
50735,2.25230
50736,1.64132
50737,1.80089
50738,1.73595
50739,2.10956
50740,1.72050
50741,1.85334
50742,1.70573
50743,1.92792
50744,1.80779
50745,1.50698
50746,1.69914
50747,1.86260
50748,1.69069
50749,1.61490
50750,1.21423
50751,1.71109
50752,1.66875
50753,1.58524
50754,1.81731
50755,1.75967
50756,1.61376
50757,2.03362
50758,1.61596
50759,1.54525
50760,1.54618
50761,1.97247
50762,2.47237
50763,1.68298
50764,1.86819
50765,1.74133
50766,2.28597
50767,2.44967
50768,1.32099
50769,2.14893
50770,2.21737
50771,2.02609
50772,2.37830
50773,1.81213
50774,1.62663
50775,2.26442
50776,1.95530
50777,1.81402
50778,1.72147
50779,1.86695
50780,1.73119
50781,1.59072
50782,2.11145
50783,1.55054
50784,1.50549
50785,1.95459
50786,1.26576
50787,2.14782
50788,1.89508
50789,2.29685
50790,1.72178
50791,1.69654
50792,2.26296
50793,1.87871
50794,1.46393
50795,1.95984
50796,1.56228
50797,2.19027
50798,1.87158
50799,2.39586
50800,1.66346
50801,1.67984
50802,1.84928
50803,1.74478
50804,2.05016
50805,1.87878
50806,1.68523
50807,1.60115
50808,2.06569
50809,1.68082
50810,1.56002
50811,1.51147
50812,1.64383
50813,2.04867
50814,2.50704
50815,2.26695
50816,1.63464
50817,1.64144
50818,1.91455
50819,1.66533
50820,1.92469
50821,2.01462
50822,1.63575
50823,2.08736
50824,1.66070
50825,1.65385
50826,1.89662
50827,1.58119
50828,1.70380
50829,1.91454
50830,1.35238
50831,2.10117
50832,2.10627
50833,1.57840
50834,2.59759
50835,1.86325
50836,1.61090
50837,1.72052
50838,1.81159
50839,2.45944
50840,1.92342
50841,1.76724
50842,2.05150
50843,1.96024
50844,1.63698
50845,2.01466
50846,2.12195
50847,2.11165
50848,2.25912
50849,1.87525
50850,1.83974
50851,1.43203
50852,1.64786
50853,2.09877
50854,1.49340
50855,2.21234
50856,1.75465
50857,2.35098
50858,1.64260
50859,1.76221
50860,1.72236
50861,1.62449
50862,1.68967
50863,1.74133
50864,2.48789
50865,1.89580
50866,1.73281
50867,1.72881
50868,1.63230
50869,2.11401
50870,1.99318
50871,1.87936
50872,1.58004
50873,1.87079
50874,1.60834
50875,1.79597
50876,1.86869
50877,1.98802
50878,1.42512
50879,1.59529
50880,2.03335
50881,1.78240
50882,1.90704
50883,1.79965
50884,2.21007
50885,1.67059
50886,1.96034
50887,1.72584
50888,1.77893
50889,2.00180
50890,1.65097
50891,1.67727
50892,1.79075
50893,2.16582
50894,1.86358
50895,1.93460
50896,1.45174
50897,1.82308
50898,1.77701
50899,1.79916
50900,2.11102
50901,1.60114
50902,2.21205
50903,1.60724
50904,2.15397
50905,1.64317
50906,1.56184
50907,1.41946
50908,2.22789
50909,1.71090
50910,2.17714
50911,1.46609
50912,1.79977
50913,1.64874
50914,2.18024
50915,1.94463
50916,2.02984
50917,1.60828
50918,1.57543
50919,1.73268
50920,2.22983
50921,1.77658
50922,1.62737
50923,1.76011
50924,2.06336
50925,1.58351
50926,2.09555
50927,2.40809
50928,1.95707
50929,1.32917
50930,1.92700
50931,1.94939
50932,1.71405
50933,1.71411
50934,1.99354
50935,1.74275
50936,2.43451
50937,2.15510
50938,2.12685
50939,1.78396
50940,1.43812
50941,1.98743
50942,1.68255
50943,1.80637
50944,2.50859
50945,2.21941
50946,1.81371
50947,2.29611
50948,1.99452
50949,1.87332
50950,1.88372
50951,2.14969
50952,2.10497
50953,1.35242
50954,2.17860
50955,2.01954
50956,1.40268
50957,2.17097
50958,1.75745
50959,2.12136
50960,2.23949
50961,2.00689
50962,2.11112
50963,2.36015
50964,1.63765
50965,1.77322
50966,1.44670
50967,1.64525
50968,2.19879
50969,1.82434
50970,1.69272
50971,1.96044
50972,1.84942
50973,1.43375
50974,2.13963
50975,2.48557
50976,1.44002
50977,2.00140
50978,1.44644
50979,1.95056
50980,2.11939
50981,2.16927
50982,2.26646
50983,1.64942
50984,1.67719
50985,1.91659
50986,1.94676
50987,1.76688
50988,1.64549
50989,2.23075
50990,1.45655
50991,1.95196
50992,2.01527
50993,1.87131
50994,2.01254
50995,1.62137
50996,1.33320
50997,1.95157
50998,2.07382
50999,2.03010
51000,1.76322
51001,2.19597
51002,1.88315
51003,1.93503
51004,1.78971
51005,1.79851
51006,2.37147
51007,2.32285
51008,1.60749
51009,1.57779
51010,2.24042
51011,1.55922
51012,1.74549
51013,1.34982
51014,1.81403
51015,1.50107
51016,2.02811
51017,1.91850
51018,1.78369
51019,1.80969
51020,1.95838
51021,1.89829
51022,1.62037
51023,2.23086
51024,1.67924
51025,2.07200
51026,1.78365
51027,2.37188
51028,2.08769
51029,2.54243
51030,2.23911
51031,1.63467
51032,1.60188
51033,1.87179
51034,1.91722
51035,2.61175
51036,2.25443
51037,2.29308
51038,1.52474
51039,2.04683
51040,2.35212
51041,1.85028
51042,1.82152
51043,1.51580
51044,2.01080
51045,1.96619
51046,2.21257
51047,1.99577
51048,1.58351
51049,2.30157
51050,2.34548
51051,2.22954
51052,1.89430
51053,1.78077
51054,1.80640
51055,2.06924
51056,1.72557
51057,2.12656
51058,2.07549
51059,2.39474
51060,1.56017
51061,1.74568
51062,2.14072
51063,2.12757
51064,2.25305
51065,1.88956
51066,1.99876
51067,1.47296
51068,1.85264
51069,2.29079
51070,1.93321
51071,1.71999
51072,1.44097
51073,1.75879
51074,1.74271
51075,1.76528
51076,1.20974
51077,2.59833
51078,2.15438
51079,1.52380
51080,1.56860
51081,1.68332
51082,2.21326
51083,1.64131
51084,2.08514
51085,1.75620
51086,1.41736
51087,1.70650
51088,1.86510
51089,1.52837
51090,2.14498
51091,1.75899
51092,1.62561
51093,1.63864
51094,1.28749
51095,1.43126
51096,1.77478
51097,2.10829
51098,2.27088
51099,1.73756
51100,1.34797
51101,1.77964
51102,2.29751
51103,2.17539
51104,2.06377
51105,1.80690
51106,2.08969
51107,1.71544
51108,1.74864
51109,1.98649
51110,1.61395
51111,2.19306
51112,1.40227
51113,1.75830
51114,1.89157
51115,2.28831
51116,2.21651
51117,1.68562
51118,1.68372
51119,2.23929
51120,1.63189
51121,2.54966
51122,2.20758
51123,1.74098
51124,2.11989
51125,1.69171
51126,2.35498
51127,2.04303
51128,1.77858
51129,2.21227
51130,2.17299
51131,2.37861
51132,2.04384
51133,2.32484
51134,1.92856
51135,2.39910
51136,1.33662
51137,1.51736
51138,2.16886
51139,1.29822
51140,1.97995
51141,1.53970
51142,1.94506
51143,1.64827
51144,1.55355
51145,1.40269
51146,1.80874
51147,2.18988
51148,2.21224
51149,1.85277
51150,2.05258
51151,1.58073
51152,2.22942
51153,2.00038
51154,1.55005
51155,1.89264
51156,1.79948
51157,1.93672
51158,1.97046
51159,1.76546
51160,1.89603
51161,1.88814
51162,1.80157
51163,1.61684
51164,1.87560
51165,2.22271
51166,2.30166
51167,1.71817
51168,1.63300
51169,2.38261
51170,2.18323
51171,1.66901
51172,1.70292
51173,2.55997
51174,1.85808
51175,1.88158
51176,1.65028
51177,1.48007
51178,2.21113
51179,1.85324
51180,2.06054
51181,1.84202
51182,1.98328
51183,1.68068
51184,2.39523
51185,2.38994
51186,2.27367
51187,1.82325
51188,2.02785
51189,2.30839
51190,1.80095
51191,2.24276
51192,1.93496
51193,1.72459
51194,2.17852
51195,1.96934
51196,1.86303
51197,1.76296
51198,1.82033
51199,2.21824
51200,1.91953
51201,1.84110
51202,1.69365
51203,1.93434
51204,1.58221
51205,2.18238
51206,1.60990
51207,1.99461
51208,1.97867
51209,1.96215
51210,2.16437
51211,2.33955
51212,1.87428
51213,1.59348
51214,1.25391
51215,2.14515
51216,2.01525
51217,2.34537
51218,2.15233
51219,2.21184
51220,1.95434
51221,1.71960
51222,1.60440
51223,1.88593
51224,1.95592
51225,2.42637
51226,1.68241
51227,1.54889
51228,1.82341
51229,2.33871
51230,2.02614
51231,2.08512
51232,1.79631
51233,2.11129
51234,1.92097
51235,1.67356
51236,1.83124
51237,1.85886
51238,2.19402
51239,1.63491
51240,1.59764
51241,2.13900
51242,1.63930
51243,1.99857
51244,1.55025
51245,2.37979
51246,2.13166
51247,1.60084
51248,1.86018
51249,1.46348
51250,2.21290
51251,2.08055
51252,2.00942
51253,1.67793
51254,1.57306
51255,1.70744
51256,1.55700
51257,1.47614
51258,2.13336
51259,1.65819
51260,1.99553
51261,2.06699
51262,1.66327
51263,1.67222
51264,2.06128
51265,1.93882
51266,1.95374
51267,1.64269
51268,1.85425
51269,1.69688
51270,1.16388
51271,2.14921
51272,1.59383
51273,1.64874
51274,2.11201
51275,2.00736
51276,1.50145
51277,1.99292
51278,1.78593
51279,1.81688
51280,1.82681
51281,1.64503
51282,2.21110
51283,2.04368
51284,1.67825
51285,2.04244
51286,2.08929
51287,1.95729
51288,2.33835
51289,1.85015
51290,1.48102
51291,1.90765
51292,1.87061
51293,1.80898
51294,2.08970
51295,2.25343
51296,1.22683
51297,2.39267
51298,1.48364
51299,2.05257
51300,2.19639
51301,1.65747
51302,2.04335
51303,2.37092
51304,1.62947
51305,2.40156
51306,2.11622
51307,1.56378
51308,2.18761
51309,1.98864
51310,1.79948
51311,2.15855
51312,1.72123
51313,2.24249
51314,1.62856
51315,2.02063
51316,1.76041
51317,1.90858
51318,1.69081
51319,2.47780
51320,1.73077
51321,2.13892
51322,2.13184
51323,1.91924
51324,1.75100
51325,2.05197
51326,2.11859
51327,2.24113
51328,2.21797
51329,1.45158
51330,1.61995
51331,2.22847
51332,1.99488
51333,2.12549
51334,2.01953
51335,1.58284
51336,1.73778
51337,1.62470
51338,1.61058
51339,1.93354
51340,2.23105
51341,1.15471
51342,2.28978
51343,1.89925
51344,2.21645
51345,1.37869
51346,1.90261
51347,1.62854
51348,1.64787
51349,1.61122
51350,2.32450
51351,1.56009
51352,2.37766
51353,2.13546
51354,1.76184
51355,2.24393
51356,1.55985
51357,1.66813
51358,2.21998
51359,2.04961
51360,1.52851
51361,1.86504
51362,1.69115
51363,1.76541
51364,1.74313
51365,2.01533
51366,2.22732
51367,1.65017
51368,2.16958
51369,2.06320
51370,1.74404
51371,2.08584
51372,2.19188
51373,1.67597
51374,2.01660
51375,2.25725
51376,2.23201
51377,2.59302
51378,1.71194
51379,1.68480
51380,2.15139
51381,1.92177
51382,2.23614
51383,2.08560
51384,1.46081
51385,1.32714
51386,1.63950
51387,1.92302
51388,1.56861
51389,2.40073
51390,1.98670
51391,2.14018
51392,1.81759
51393,2.31880
51394,2.00706
51395,2.00921
51396,1.41073
51397,1.80091
51398,1.61587
51399,1.42102
51400,1.79089
51401,1.90778
51402,2.32743
51403,2.09044
51404,1.59657
51405,1.64682
51406,1.56688
51407,1.69092
51408,2.36233
51409,1.95850
51410,1.52492
51411,2.03588
51412,2.05240
51413,1.69874
51414,1.90421
51415,2.11062
51416,1.62298
51417,2.00438
51418,1.83846
51419,1.72723
51420,2.51447
51421,1.89640
51422,2.12030
51423,1.75498
51424,2.04964
51425,2.00054
51426,2.19141
51427,1.76092
51428,2.22637
51429,1.79425
51430,1.53703
51431,1.88733
51432,1.42708
51433,1.95879
51434,2.33094
51435,2.07239
51436,2.05450
51437,1.53994
51438,2.40063
51439,1.80938
51440,1.98815
51441,2.35448
51442,2.01783
51443,1.90270
51444,1.48794
51445,1.74469
51446,2.32282
51447,1.88226
51448,1.71559
51449,1.58820
51450,2.01576
51451,1.66971
51452,1.42899
51453,1.62097
51454,1.75652
51455,1.60759
51456,1.45460
51457,1.68982
51458,2.15281
51459,2.00269
51460,2.36758
51461,2.27642
51462,2.46952
51463,1.87425
51464,1.95867
51465,2.18490
51466,1.57218
51467,1.58007
51468,2.18427
51469,2.14174
51470,1.74631
51471,2.31940
51472,2.14738
51473,1.71203
51474,2.09780
51475,2.37250
51476,1.65003
51477,2.30420
51478,1.86557
51479,1.72583
51480,2.30557
51481,2.22983
51482,2.13161
51483,1.66444
51484,1.52238
51485,1.58811
51486,1.71448
51487,1.54334
51488,2.42414
51489,1.68337
51490,2.02904
51491,1.93872
51492,1.86566
51493,1.42157
51494,1.55021
51495,1.38081
51496,1.70492
51497,1.73717
51498,1.93596
51499,1.62355
51500,2.31860
51501,1.77884
51502,1.95087
51503,2.35855
51504,1.79652
51505,1.59479
51506,1.50241
51507,1.76756
51508,1.68079
51509,1.46977
51510,1.78697
51511,1.91093
51512,1.66733
51513,2.10754
51514,1.85664
51515,1.80646
51516,1.57643
51517,1.88923
51518,1.96872
51519,1.82651
51520,1.85827
51521,2.17869
51522,1.59844
51523,1.79101
51524,1.91211
51525,1.87933
51526,1.80492
51527,1.54251
51528,1.93016
51529,2.37544
51530,1.72651
51531,2.14831
51532,1.72705
51533,2.09954
51534,1.62005
51535,2.09502
51536,2.31208
51537,1.58407
51538,2.01967
51539,1.92910
51540,2.01638
51541,1.30102
51542,2.19051
51543,1.53152
51544,1.69242
51545,1.87953
51546,2.18125
51547,2.05756
51548,1.72171
51549,1.50649
51550,1.81372
51551,1.62208
51552,1.54468
51553,2.06067
51554,1.96371
51555,1.66843
51556,1.58156
51557,2.02113
51558,1.55981
51559,1.85879
51560,1.91305
51561,2.11282
51562,1.72800
51563,1.68102
51564,1.55233
51565,1.66322
51566,1.97263
51567,1.80016
51568,2.22000
51569,1.89121
51570,1.83850
51571,1.70671
51572,2.19194
51573,1.79301
51574,1.57786
51575,1.53549
51576,1.86197
51577,1.92711
51578,1.57879
51579,1.66973
51580,1.57422
51581,2.11882
51582,1.38336
51583,1.27842
51584,1.70529
51585,1.72027
51586,2.13917
51587,1.85666
51588,1.41701
51589,1.87464
51590,2.04676
51591,1.77577
51592,2.17623
51593,1.78046
51594,1.31959
51595,2.02886
51596,1.54198
51597,2.24331
51598,1.90586
51599,2.26295
51600,2.22982
51601,1.95461
51602,1.73348
51603,1.53903
51604,1.82723
51605,2.06855
51606,1.55620
51607,1.77661
51608,2.01303
51609,1.43490
51610,1.84325
51611,1.50474
51612,1.67154
51613,2.09603
51614,2.28267
51615,1.89356
51616,2.57263
51617,1.53846
51618,1.77871
51619,1.85434
51620,1.71563
51621,1.88455
51622,2.23944
51623,2.24796
51624,1.53178
51625,1.88305
51626,1.59784
51627,1.63420
51628,1.60519
51629,1.85596
51630,1.65450
51631,1.78259
51632,1.62821
51633,2.22874
51634,1.75408
51635,2.33264
51636,1.68307
51637,1.93877
51638,2.32560
51639,1.56364
51640,1.50135
51641,1.62900
51642,2.29416
51643,2.07636
51644,1.87729
51645,1.86429
51646,1.88236
51647,1.70406
51648,1.72500
51649,2.25757
51650,1.61401
51651,2.17512
51652,1.82533
51653,1.72898
51654,1.60464
51655,1.32159
51656,2.20614
51657,1.86910
51658,1.61576
51659,1.85516
51660,1.80341
51661,1.68831
51662,2.27960
51663,1.70378
51664,1.63720
51665,1.84854
51666,1.65764
51667,1.85703
51668,1.50106
51669,1.78227
51670,1.63864
51671,1.96953
51672,1.92027
51673,2.24858
51674,1.56807
51675,2.34453
51676,2.18792
51677,1.64658
51678,2.11174
51679,2.05765
51680,2.06799
51681,1.67206
51682,2.46427
51683,1.67240
51684,2.29826
51685,1.82367
51686,1.88973
51687,1.68408
51688,2.02804
51689,1.98616
51690,1.65220
51691,1.80570
51692,1.96891
51693,1.93029
51694,1.80946
51695,1.83463
51696,1.92585
51697,2.12406
51698,2.20847
51699,1.91800
51700,2.08906
51701,1.31666
51702,2.00450
51703,1.84966
51704,1.91811
51705,1.97989
51706,1.67950
51707,2.19546
51708,1.96569
51709,2.01871
51710,1.28471
51711,1.92625
51712,1.97480
51713,1.94849
51714,1.79968
51715,1.73072
51716,1.70615
51717,1.74786
51718,1.37033
51719,2.02666
51720,1.72114
51721,1.54888
51722,2.21026
51723,2.04301
51724,1.67660
51725,1.52768
51726,1.86645
51727,1.72470
51728,1.69449
51729,2.15159
51730,1.65123
51731,2.19719
51732,1.69223
51733,1.87250
51734,1.94317
51735,2.01183
51736,2.02311
51737,1.73914
51738,1.95233
51739,1.86816
51740,1.77122
51741,1.89049
51742,2.18925
51743,1.89143
51744,2.04041
51745,2.24645
51746,1.49536
51747,1.87125
51748,1.77992
51749,1.39043
51750,2.08870
51751,1.97582
51752,2.27389
51753,2.36308
51754,2.22318
51755,1.58092
51756,1.78099
51757,1.83692
51758,2.15503
51759,1.82420
51760,1.86407
51761,2.03875
51762,2.25264
51763,1.92365
51764,1.89721
51765,2.01644
51766,1.94731
51767,1.61843
51768,2.19721
51769,1.74731
51770,1.66380
51771,1.67210
51772,2.00183
51773,1.54964
51774,1.99506
51775,2.12550
51776,1.81272
51777,1.34991
51778,2.24172
51779,1.68970
51780,1.44568
51781,1.88575
51782,2.16439
51783,1.84074
51784,2.22336
51785,2.27275
51786,1.64885
51787,1.67485
51788,1.85187
51789,1.69902
51790,1.75132
51791,1.57238
51792,2.23478
51793,1.79719
51794,2.04925
51795,2.15365
51796,2.29400
51797,1.58369
51798,1.86035
51799,2.49332
51800,2.11518
51801,1.68474
51802,1.57268
51803,1.67353
51804,1.58592
51805,1.96728
51806,1.69744
51807,2.00165
51808,1.76808
51809,1.80133
51810,1.68787
51811,2.03127
51812,1.90592
51813,2.28913
51814,1.94092
51815,1.61877
51816,1.90026
51817,1.82291
51818,1.73473
51819,1.56112
51820,2.04391
51821,2.19238
51822,2.06174
51823,1.59964
51824,1.59183
51825,2.03626
51826,1.90207
51827,1.38763
51828,1.85927
51829,1.92250
51830,2.18251
51831,2.13427
51832,1.94762
51833,1.73383
51834,1.71144
51835,1.83341
51836,2.39840
51837,1.62633
51838,2.24795
51839,1.93190
51840,2.04752
51841,2.08793
51842,1.74885
51843,1.61555
51844,1.66735
51845,1.70424
51846,2.29496
51847,2.06268
